Time,Year,Day,HourMin,BattV,ProgSig,AirTC_avg,RH,WS_ms,Wind_dir,Rain_mm_Tot,WP_8T,Temp_8T,WP_7C,Temp_7C,WP_10T,Temp_10T,WP_5T,Temp_5T,WP_6C,Temp_6C,WP_9C,Temp_9C,Slrkw_avg,SLRMH_Tot,LW,WP_2T,Temp_2T,WP_1T,Temp_1T,WP_3C,Temp_3C,WP_4C,Temp_4C,WP_11T,Temp_11T,WP_12C,Temp_12C,WV_8T,WV_7C,DateR,hours,minutes,datetime,VPD,Sol_W_m2,PAR,DLI,SM_T,SM_C,Temp_T,Temp_C
119597,2025,14,2400,11.82,1948,8.71,77.9,3.174,254.4,0,-0.9700219521331014,27.3,-0.9717982004208237,25.71,-1.0025070017956033,26.28,-0.9918634598375279,28.36,-1.1822801355738508,27.19,-1.3801700255430878,25.87,0,0,-101,-1.1802378336065975,28.88,-3.0110515342272475,29.89,-0.5771081944858084,27.19,-1.4008580528125352,27.2,-1.079289466058746,27.44,-1.2495735843965172,25.06,-531.9,-676.4,2025-01-14,24,0,2025-01-14T22:00:00Z,0.24898214424006238,0,0,0,-1.044783942686315,-1.1024429217672211,28.024999999999995,26.37
119598,2025,15,30,11.81,1948,8.56,76.4,2.13,263.7,0,-0.9810790454200417,26.95,-0.9738192320414829,25.16,-0.9985904684686113,25.8,-0.9947771486267324,27.86,-1.191244017539394,26.9,-1.4048889578392467,25.5,0,0,-101,-1.1824318175536623,28.52,-2.9965706125270466,29.32,-0.5963631583055341,26.87,-1.4293819362896176,26.74,-1.0836146689957125,27.07,-1.2595347317925445,24.69,-522.6,-668.5,2025-01-15,0,30,2025-01-14T22:30:00Z,0.26318949412455706,0,0,0,-1.048098629812952,-1.1191394604030551,27.586666666666662,25.97666666666667
119599,2025,15,100,11.81,1948,8.62,77.7,1.577,267.1,0,-0.9835478004017993,26.61,-0.9738488710490322,24.65,-0.9920691894193411,25.38,-0.9941327617331889,27.44,-1.1932476144497302,26.61,-1.4069706622518308,25.14,0,0,-101,-1.1783168772231927,28.09,-3.2220516289710783,28.84,-0.6068998952281696,26.54,-1.4372348785133697,26.27,-1.0984871742897704,26.72,-1.2754285624173325,24.32,-517.7,-664.5,2025-01-15,1,0,2025-01-14T23:00:00Z,0.24970647269193302,0,0,0,-1.0493107606134584,-1.1236403842984264,27.179999999999996,25.588333333333335
119600,2025,15,130,11.81,1948,8.37,78.7,1.878,278.3,0,-0.9775642078188951,26.25,-0.9793265083383589,24.17,-0.9902915463547929,25,-0.9975555440638292,27.04,-1.1939987017704514,26.34,-1.4037745311553913,24.82,0,0,-101,-1.1742064699174075,27.67,-3.4143128970595904,28.39,-0.6130394935990456,26.17,-1.4244632558132513,25.79,-1.1181200528904607,26.37,-1.3019146769518457,23.98,-514.8,-662.3,2025-01-15,1,30,2025-01-14T23:30:00Z,0.23449340434796395,0,0,0,-1.051547564209077,-1.1229204981352996,26.786666666666665,25.21166666666667
119601,2025,15,200,11.81,1948,8.5,78.9,1.597,199.8,0,-0.9704769980725355,25.89,-0.9813562573141797,23.75,-0.9905816599345701,24.66,-0.9986033701542505,26.69,-1.1949276231364687,26.04,-1.4024798295667942,24.51,0,0,-101,-1.184035810903392,27.34,-3.542549027122613,27.88,-0.6206864272856195,25.82,-1.4121086713840623,25.39,-1.1251371751013213,25.98,-1.3222254170899,23.67,-514.4,-662.5,2025-01-15,2,0,2025-01-15T00:00:00Z,0.23435259156711585,0,0,0,-1.0537670028332138,-1.1223117617374248,26.406666666666666,24.863333333333333
119602,2025,15,230,11.8,1948,8.52,76.9,0.656,48.24,0,-0.965855056365869,25.6,-0.9856050962199309,23.36,-0.9917142187171619,24.35,-1.012912036916458,26.36,-1.2018743091176238,25.78,-1.403885764607253,24.21,0,0,-101,-1.2008243908619638,27.01,-3.6749398486556424,27.46,-0.6362553446488252,25.52,-1.4097950853241807,25.05,-1.1242431231559502,25.67,-1.327147584508331,23.35,-517.3,-665.8,2025-01-15,2,30,2025-01-15T00:30:00Z,0.25691480204359096,0,0,0,-1.0591097652034807,-1.1274831199835627,26.075,24.544999999999998
119603,2025,15,300,11.8,1948,8.13,75.6,0.381,347.1,0,-0.9636174856429962,25.33,-0.9885456344630329,23.03,-0.992472977310425,24.08,-1.017210739093733,26,-1.211999691484895,25.52,-1.4121923579936133,23.95,0,0,-101,-1.2191339749491272,26.73,-3.8035166529583795,27.06,-0.6539174035945868,25.24,-1.4190912728684828,24.74,-1.1252602641562028,25.39,-1.330082892338336,23.09,-516.2,-665.5,2025-01-15,3,0,2025-01-15T01:00:00Z,0.2642700686245817,0,0,0,-1.0635390882304967,-1.1371492720809222,25.764999999999997,24.261666666666667
119604,2025,15,330,11.8,1948,8.21,76.6,1.355,24.69,0,-0.9609942591277756,25.1,-0.9883496683190007,22.73,-0.9925566639199762,23.84,-1.0183108693151237,25.73,-1.2280173085529773,25.3,-1.425773648641139,23.69,0,0,-101,-1.2280452040894945,26.48,-3.9815735138524166,26.71,-0.6863302735563509,25.01,-1.420360519780008,24.45,-1.1330399805965976,25.15,-1.3309668321517196,22.87,-513.5,-663.6,2025-01-15,3,30,2025-01-15T01:30:00Z,0.2548237010273683,0,0,0,-1.0665893954097936,-1.1497662837698952,25.50166666666667,24.008333333333336
119605,2025,15,400,11.8,1948,7.81,79.1,1.192,270.4,0,-0.9586440601762151,24.88,-0.986007489334189,22.46,-0.9907936660120996,23.6,-1.0217437637777516,25.48,-1.239315000842377,25.1,-1.4425897754420214,23.4,0,0,-101,-1.2310603628927796,26.21,-4.171543861004467,26.38,-0.7119889367389275,24.78,-1.4274404069480318,24.18,-1.143532886657481,24.92,-1.3377088346336807,22.66,-511.6,-662.4,2025-01-15,4,0,2025-01-15T02:00:00Z,0.22147564736948566,0,0,0,-1.0691549479032654,-1.1614683218611093,25.245000000000005,23.763333333333335
119606,2025,15,430,11.8,1948,7.89,77,1.664,264.2,0,-0.9587661031484772,24.66,-0.9849868613918722,22.19,-0.9868115781742927,23.35,-1.0231556266197201,25.23,-1.2473056772776823,24.91,-1.4583036798562747,23.17,0,0,-101,-1.230092736469845,25.92,-4.345389541967051,26.06,-0.7384652878356597,24.54,-1.421505980248239,23.91,-1.1605282422804852,24.69,-1.3566244492516766,22.45,-506.9,-658.4,2025-01-15,4,30,2025-01-15T02:30:00Z,0.24506395001160575,0,0,0,-1.071870857338564,-1.1701134973219456,24.985000000000003,23.528333333333332
119607,2025,15,500,11.79,1948,8.06,77.4,2.663,289.4,0,-0.9561780947481092,24.44,-0.987524309132303,21.92,-0.9843470075230125,23.12,-1.023308703376357,25.04,-1.2459074135097659,24.71,-1.4691044829014646,22.96,0,0,-101,-1.2304058638672486,25.7,-4.509319057086241,25.72,-0.7640699034162344,24.32,-1.421115791431207,23.64,-1.1766382633132804,24.47,-1.377124181649634,22.25,-508.5,-660.5,2025-01-15,5,0,2025-01-15T03:00:00Z,0.243610082700638,0,0,0,-1.0741755865656015,-1.177544380078195,24.748333333333335,23.3
119608,2025,15,530,11.79,1948,7.99,76,3.277,279.2,0,-0.9572559085402861,24.23,-0.9951519948986802,21.67,-0.9805699518786057,22.9,-1.0294812882191646,24.81,-1.2525723545720986,24.52,-1.4691533000903694,22.75,0,2.5e-4,-101,-1.2349772449139778,25.48,-4.690798351616713,25.43,-0.7722844415320888,24.1,-1.419152294354614,23.35,-1.183328659052685,24.24,-1.3801229518252154,22.05,-509.6,-662.4,2025-01-15,5,30,2025-01-15T03:30:00Z,0.25746936736716075,0,0,0,-1.0771226105209437,-1.1816628770895703,24.515,23.073333333333334
119609,2025,15,600,11.79,1948,7.6,74.9,3.345,230.9,0,-0.9577336196031404,24.03,-1.0056086367620913,21.41,-0.974742574300197,22.69,-1.0362222446185063,24.58,-1.2530469273870948,24.33,-1.466459637345443,22.55,0.005,0.00981,-101,-1.2419302073908496,25.26,-4.876617494240819,25.29,-0.7813825707671201,23.89,-1.4160401985619322,23.1,-1.1818020758167902,24.02,-1.3927474255702068,21.85,-507.6,-661.4,2025-01-15,6,0,2025-01-15T04:00:00Z,0.26219228877234746,5,11.5,0.9936,-1.0784861443458966,-1.1845075941647363,24.311666666666667,22.855
119610,2025,15,630,11.78,1948,7.87,76,2.213,273.4,0,-0.9564099763954069,23.83,-1.0113143200624446,21.17,-0.9692091459378361,22.47,-1.047740660340597,24.33,-1.2550459912727467,24.14,-1.4604673274073774,22.35,0.017,0.03056,-101,-1.2478259290337248,25.06,-5.092213029931628,24.87,-0.7915194600432047,23.67,-1.4005309776468726,22.86,-1.1806025677465575,23.81,-1.4041567000056745,21.65,-504.7,-659.3,2025-01-15,6,30,2025-01-15T04:30:00Z,0.2553700744421109,17,39.099999999999994,3.378239999999999,-1.0803576558908243,-1.183775615286529,24.061666666666667,22.64
119611,2025,15,700,11.79,1948,8.29,71.9,1.403,305.1,0,-0.9545852596129863,23.6,-1.0129859600882278,20.93,-0.9612714710219135,22.25,-1.0571641212702587,24.1,-1.2590552772586578,23.96,-1.456666560556931,22.15,0.038,0.068,-101,-1.2557092076534395,24.87,-5.266788876562545,24.64,-0.8003089949055164,23.42,-1.3732072996284355,22.62,-1.1798870472348955,23.58,-1.4076401551282396,21.45,-506.5,-662,2025-01-15,7,0,2025-01-15T05:00:00Z,0.30767667489973927,38,87.39999999999999,7.551359999999998,-1.0817234213586988,-1.1804448184875538,23.840000000000003,22.421666666666667
119612,2025,15,730,11.78,1948,8.18,81.3,1.417,344.4,0,-0.9505752762386623,23.4,-1.0146380732384495,20.74,-0.9539269249511843,22.08,-1.0592249040304547,23.9,-1.2670096894964908,23.78,-1.4523845957015658,21.98,0.096,0.1732,-101,-1.2596933876564853,24.71,-5.466790109951915,24.39,-0.8072389435647611,23.22,-1.3579386777158355,22.42,-1.1807877243701896,23.37,-1.4149571543566581,21.29,-508.5,-665.4,2025-01-15,7,30,2025-01-15T05:30:00Z,0.2032256715278421,96,220.79999999999998,19.077119999999997,-1.0808416434493953,-1.1798419959434205,23.641666666666666,22.238333333333333
119613,2025,15,800,11.78,1948,7.97,86,1.348,245.8,0,-0.9469139870708013,23.25,-1.0130815023007989,20.62,-0.9496066037331082,21.98,-1.0592022389070344,23.75,-1.2752123720093254,23.64,-1.4529372760188097,21.85,0.135,0.24333,-101,-1.2654074396177935,24.57,-5.570924147770011,24.31,-0.8169542615452321,23.06,-1.3459191884190578,22.26,-1.1829248711616007,23.22,-1.4158400480874225,21.17,-507.8,-665.8,2025-01-15,8,0,2025-01-15T06:00:00Z,0.14998575172423667,135,310.5,26.8272,-1.0808110280980676,-1.1808209200586448,23.513333333333335,22.100000000000005
119614,2025,15,830,11.78,1948,7.81,89.7,2.105,260.4,0.2,-0.9440477206936758,23.14,-1.0158689637872635,20.56,-0.9438594258221857,21.9,-1.0635117506047103,23.68,-1.2826834940770007,23.49,-1.4537814646926566,21.76,0.146,0.263,-101,-1.2703452982755155,24.5,-5.644683781957328,24.23,-0.8267407131438212,22.93,-1.3367820054329025,22.16,-1.1856718841201161,23.1,-1.4192516722034558,21.1,-507.4,-666.8,2025-01-15,8,30,2025-01-15T06:30:00Z,0.10914828554572731,146,335.79999999999995,29.013119999999994,-1.0814872159032407,-1.1831713282267289,23.425,22
119615,2025,15,900,11.78,1948,7.94,87.3,1.753,162.4,0,-0.9416103481904998,23.1,-1.0143340118904138,20.5,-0.9415685048857241,21.9,-1.0582729688468107,23.6,-1.2891922201348383,23.4,-1.458096206803429,21.7,0.174,0.31291,-101,-1.2711159124717986,24.4,-5.6691049294011675,24.19,-0.8382605236427378,22.83,-1.3231445750181363,22.1,-1.1887899077143078,23.02,-1.419617801120242,21.04,-506.1,-666.9,2025-01-15,9,0,2025-01-15T07:00:00Z,0.13578036671202887,174,400.2,34.57728,-1.0802715284218283,-1.1846055074979112,23.368333333333336,21.92833333333333
119616,2025,15,930,11.78,1948,8.69,80.1,1.087,246.3,0,-0.9395830400741243,23.07,-1.0157636581369118,20.5,-0.942332145197878,21.9,-1.059918805501316,23.6,-1.2948002690573817,23.31,-1.4604150232764077,21.6,0.227,0.40934,-101,-1.2753699817906465,24.4,-5.612166303733625,24.21,-0.8419291353889348,22.8,-1.3169796614478713,22.1,-1.1933710521988181,23,-1.422044712797224,21,-505.9,-668.4,2025-01-15,9,30,2025-01-15T07:30:00Z,0.22389276578972883,227,522.0999999999999,45.109439999999985,-1.0821150049525567,-1.1859775494615015,23.363333333333333,21.885
119617,2025,15,1000,11.79,1948,9.56,72.2,1.319,239.7,0,-0.9391381062666774,23,-1.018622950629908,20.5,-0.9415685048857241,21.9,-1.059544656617781,23.61,-1.3013853591464348,23.21,-1.4623670134441873,21.54,0.288,0.51827,-101,-1.2770716095181858,24.4,-5.513650426970058,24.2,-0.8429856788345175,22.7,-1.3231445750181363,22.1,-1.197381035573142,23,-1.4271705176322296,21,-511.3,-676.7,2025-01-15,10,0,2025-01-15T08:00:00Z,0.33171410064277984,288,662.4,57.23136,-1.082940782572302,-1.1897011154146369,23.35166666666667,21.84166666666667
119618,2025,15,1030,11.79,1948,10.96,64.91,1.546,320.9,0,-0.9427871911373124,23.05,-1.0206105076067469,20.54,-0.9463895509842811,22.03,-1.0640323510549594,23.71,-1.3024425999804305,23.2,-1.466398615859312,21.5,0.482,0.86761,-101,-1.2745191679268768,24.4,-5.36493897310353,24.31,-0.8611910033539483,22.7,-1.3257894205741576,22.17,-1.1965790388982773,23,-1.419058844307282,21.01,-519.8,-690.9,2025-01-15,10,30,2025-01-15T08:30:00Z,0.45985246892161924,482,1108.6,95.78304,-1.0848614600003414,-1.195286429474919,23.416666666666668,21.853333333333335
119619,2025,15,1100,11.79,1948,11.09,58.83,1.118,107.5,0,-0.9432317762505525,23.12,-1.0252568579078658,20.75,-0.9542888695374928,22.25,-1.0637798964494802,23.89,-1.3040605410984187,23.2,-1.4698778866513995,21.54,0.445,0.80056,-101,-1.270707940250237,24.54,-5.143876958338004,24.57,-0.8544033219309405,22.73,-1.3127887057803929,22.37,-1.1900514833532907,23.06,-1.4212050571480612,21.14,-526.9,-704,2025-01-15,11,0,2025-01-15T09:00:00Z,0.5442191818578146,445,1023.4999999999999,88.43039999999999,-1.0844119931682106,-1.1932774626738034,23.57166666666667,21.955000000000002
119620,2025,15,1130,11.79,1948,10.73,81.8,1.832,228.2,0.2,-0.9469094540461173,23.23,-1.029314612388475,21.04,-0.9624378531425322,22.55,-1.0543641067923608,24.19,-1.2997667206400338,23.21,-1.4774564065346654,21.64,0.287,0.51608,-101,-1.2586347520456633,24.74,-4.900665190189539,24.95,-0.8406487302628027,22.83,-1.3197430630340898,22.65,-1.1847541209687054,23.24,-1.4140571746097774,21.31,-530.7,-711,2025-01-15,11,30,2025-01-15T09:30:00Z,0.2348813723463099,287,660.0999999999999,57.03263999999999,-1.0814200573990758,-1.1933859065720136,23.816666666666666,22.113333333333333
119621,2025,15,1200,11.79,1948,10.39,70.3,2.263,141.6,0,-0.9518002389859668,23.39,-1.033832991915822,21.33,-0.9701893253522036,22.9,-1.041392682311939,24.5,-1.2948389741142994,23.34,-1.4802592105662145,21.77,0.616,1.109,-101,-1.2481976370578145,24.98,-4.608166542040153,25.39,-0.8302241682663863,22.96,-1.3469841005255954,22.98,-1.1804268258665003,23.46,-1.4112930756351452,21.54,-521.3,-702,2025-01-15,12,0,2025-01-15T10:00:00Z,0.3746874154015297,616,1416.8,122.41152,-1.0784013419148848,-1.1972278890776635,24.103333333333335,22.320000000000004
119622,2025,15,1230,11.79,1948,10.07,83.4,1.769,188.1,0.3,-0.9578769329219966,23.6,-1.0369817006001827,21.55,-0.9776576578662272,23.21,-1.033420835363783,24.78,-1.2864919321999893,23.44,-1.4818053206776713,21.86,0.243,0.43807,-101,-1.2463938419277816,25.19,-4.41074459969599,25.71,-0.823204256501874,23.1,-1.3858345629270785,23.31,-1.1822581678388437,23.71,-1.4047989947339792,21.73,-520,-701,2025-01-15,12,30,2025-01-15T10:30:00Z,0.2049802755955621,243,558.9,48.28896,-1.0795214871837264,-1.2028635545813593,24.36666666666667,22.49833333333333
119623,2025,15,1300,11.78,1948,10.6,73.6,2.273,199.2,0,-0.9655063621594061,23.87,-1.0305796749695229,21.7,-0.9927777360468739,23.53,-1.026337809947901,25.05,-1.2719998522851825,23.55,-1.4832238087095626,21.96,0.477,0.85906,-101,-1.2383609734934946,25.44,-4.179611947553607,26.12,-0.814657064113054,23.27,-1.424569956240429,23.67,-1.183214984741378,23.93,-1.400266667438374,21.92,-514.4,-695.3,2025-01-15,13,0,2025-01-15T11:00:00Z,0.33776335582847394,477,1097.1,94.78944,-1.0812395732778106,-1.2050060712635502,24.656666666666666,22.67833333333333
119624,2025,15,1330,11.79,1948,13,60.01,2.311,208.1,0,-0.9723526242090996,24.06,-1.031341223116438,21.78,-1.0083009047301918,23.78,-1.0293139150000623,25.23,-1.267751710767844,23.67,-1.4859254914212376,22,0.966,1.7395,-101,-1.2297356736024267,25.63,-3.9271719872310986,26.55,-0.8088206204852771,23.43,-1.4594693645884802,23.89,-1.1845487400810988,24.11,-1.3850165263187166,22.03,-520.2,-706,2025-01-15,13,30,2025-01-15T11:30:00Z,0.5996695620019988,966,2221.7999999999997,191.96351999999993,-1.0848503715245759,-1.2106616820758553,24.893333333333334,22.8
119625,2025,15,1400,11.79,1948,14,52.37,2.745,209.2,0,-0.97647732797735,24.33,-1.0229028233200343,22.04,-1.0126247128903323,24.12,-1.0265048344727967,25.51,-1.260076602589388,23.79,-1.485939439189496,22.08,1.044,1.8798,-101,-1.2268634794237914,25.89,-3.6781066894387386,26.95,-0.8031682873985126,23.6,-1.488210135861983,24.14,-1.1815419499387687,24.36,-1.3715335674374134,22.26,-535.1,-732,2025-01-15,14,0,2025-01-15T12:00:00Z,0.7624090977384125,1044,2401.2,207.46368,-1.0848024609406077,-1.212059457671883,25.19333333333334,22.985
119626,2025,15,1430,11.79,1948,14.64,46.23,3.192,223.9,0,-0.9741142273401505,24.81,-1.0040164990153813,22.69,-1.003385013807477,24.7,-1.0212500127814,26.08,-1.253721301982394,24.05,-1.4878572573250424,22.34,0.995,1.7909,-101,-1.2169706760922312,26.44,-3.4646256354159237,27.6,-0.7945426388132385,23.91,-1.5100753547724488,24.62,-1.1541216836251413,24.83,-1.3448103408425054,22.74,-544.7,-749,2025-01-15,14,30,2025-01-15T12:30:00Z,0.8971666745230896,995,2288.5,197.7264,-1.07396832272928,-1.210042610381701,25.74333333333333,23.391666666666666
119627,2025,15,1500,11.79,1948,15.29,43.63,2.766,193.9,0,-0.9700644928262898,25.36,-1.002654499444937,23.55,-0.9970841094966915,25.35,-1.0023448589895978,26.79,-1.250701610154425,24.45,-1.4915025065594059,22.74,0.943,1.6981,-101,-1.184877210023587,26.99,-1.9040795838116136,28.5,-0.7795407679685828,24.3,-1.4818004389587807,25.22,-1.1234885488931643,25.41,-1.323737355169123,23.29,-556.9,-765,2025-01-15,15,0,2025-01-15T13:00:00Z,0.9808356263716344,943,2168.8999999999996,187.39295999999993,-1.0555718440458661,-1.2012399646172263,26.400000000000002,23.924999999999997
119628,2025,15,1530,11.79,1948,15.47,39.45,2.524,196,0,-0.9747565220684553,25.98,-0.9759337137094742,24.38,-0.9996198137660899,25.92,-0.9962765337145232,27.42,-1.2485414495453868,24.9,-1.4991849373161978,23.19,0.889,1.5994,-101,-1.1645389230432222,27.51,-1.7888675310541884,29.45,-0.7425638395384252,24.82,-1.4597779589611999,25.89,-1.117645828769671,26.08,-1.3059689444903901,23.81,-570.5,-777,2025-01-15,15,30,2025-01-15T13:30:00Z,1.0658355467523908,889,2044.6999999999998,176.66207999999997,-1.0505675242723924,-1.1852003798141368,27.060000000000002,24.49833333333333
119629,2025,15,1600,11.8,1948,15.78,43.37,2.269,193.7,0,-0.9815013141040684,26.63,-0.9683816945858996,25.11,-0.9977560432325454,26.47,-0.9939179661020077,28,-1.2296910407439996,25.28,-1.4905516174583815,23.63,0.77,1.3863,-101,-1.1703530502417854,28.04,-1.727849531865236,30.4,-0.6671112949787322,25.34,-1.4447018162505674,26.61,-1.0874238045071138,26.7,-1.275147166192717,24.17,-586.3,-788,2025-01-15,16,0,2025-01-15T14:00:00Z,1.0168693879645279,770,1770.9999999999998,153.01439999999997,-1.046190435637504,-1.160087492803516,27.706666666666663,25.02333333333333
119630,2025,15,1630,11.8,1948,15.49,43.1,2.67,139.2,0,-0.9582849051435584,27.21,-0.963125478117677,25.67,-0.981754117403754,26.84,-0.9825801739788648,28.55,-1.2104954246782138,25.62,-1.4641934736976405,23.94,0.701,1.2612,-101,-1.1711989823866644,28.61,-1.6470528998972915,31.24,-0.626070509919352,25.89,-1.403352611165571,27.23,-1.0737183787220872,27.13,-1.2684194601732204,24.43,-596.8,-793,2025-01-15,16,30,2025-01-15T14:30:00Z,1.0028743741854518,701,1612.3,139.30272,-1.0335073115269857,-1.133447499515691,28.263333333333332,25.463333333333335
119631,2025,15,1700,11.8,1948,15.4,42.46,2.249,209,0,-0.9437757392126347,27.76,-0.9557324635522495,25.98,-0.971907690401653,27.14,-0.9744747771496334,28.96,-1.202898772696212,25.86,-1.4469644929563057,24.14,0.611,1.1002,-101,-1.147851115710318,29.08,-1.6031899582779034,31.84,-0.6129129873409408,26.46,-1.3594879260751507,27.71,-1.0706373167137808,27.39,-1.264203398522877,24.63,-602,-790,2025-01-15,17,0,2025-01-15T15:00:00Z,1.0083039584979447,611,1405.3,121.41792,-1.021729327837604,-1.1155993285241717,28.695000000000004,25.796666666666667
119632,2025,15,1730,11.8,1948,15.28,41.92,2.231,169.9,0,-0.9407462839468846,28.28,-0.9564908734513065,26.05,-0.9653640949231692,27.52,-0.9675552893165824,29.27,-1.195351983985734,25.99,-1.435120745539585,24.21,0.509,0.91699,-101,-1.137676916154142,29.42,-1.6031958860794135,32.31,-0.6011622366690837,26.85,-1.3527190741392916,28.01,-1.072060337770356,27.5,-1.2586347520456633,24.74,-606,-787,2025-01-15,17,30,2025-01-15T15:30:00Z,1.009939300539627,509,1170.6999999999998,101.14847999999996,-1.0166805844222269,-1.1081689827570003,29.05,25.974999999999998
119633,2025,15,1800,11.8,1948,14.95,43.24,1.948,197,0,-0.9257859077127979,28.61,-0.9619803663436526,25.88,-0.9660468381794236,27.9,-0.9667267918820263,29.4,-1.1967631494392896,26.08,-1.4370664592116484,24.3,0.396,0.7133,-101,-1.135964130211996,29.67,-1.6030640796693705,32.49,-0.5890787968548404,27.13,-1.3554688766514584,28.23,-1.0726290580210969,27.49,-1.253039604808759,24.8,-606.5,-782,2025-01-15,18,0,2025-01-15T16:00:00Z,0.9662160038847848,396,910.8,78.69312,-1.0134305452014682,-1.1080715297001777,29.26,26.069999999999997
119634,2025,15,1830,11.8,1948,14.32,43.8,1.733,186.9,0,-0.9162337786209518,28.78,-0.9728631125273616,25.62,-0.968613924927404,28.23,-0.9678230864671459,29.34,-1.1976390692859247,26.02,-1.435713525690572,24.22,0.287,0.5163,-101,-1.137412605945643,29.6,-1.6035574819715155,32.5,-0.5766403514689971,27.28,-1.3538959170861042,28.3,-1.0729390471706424,27.4,-1.2510921476656633,24.83,-601.1,-771,2025-01-15,18,30,2025-01-15T16:30:00Z,0.9184761966464604,287,660.0999999999999,57.03263999999999,-1.0126044886263574,-1.107350395211792,29.308333333333337,26.044999999999998
119635,2025,15,1900,11.8,1948,13.64,48.39,1.929,214.1,0,-0.9172373205471522,28.78,-0.9724049283400692,25.26,-0.9680553168086502,28.3,-0.9754619304481299,29.11,-1.198054364085822,25.97,-1.4414237420156093,24.16,0.181,0.32638,-101,-1.1439363258543584,29.37,-1.6128125235994553,32.39,-0.5728745935168797,27.3,-1.356497175866318,28.19,-1.0735537950566367,27.27,-1.255346565678718,24.88,-592.3,-758,2025-01-15,19,0,2025-01-15T17:00:00Z,0.8069787890460646,181,416.29999999999995,35.96831999999999,-1.0156489377429856,-1.1082509607649396,29.203333333333333,25.959999999999997
119636,2025,15,1930,11.79,1948,12.56,53.26,1.683,187.3,0,-0.9287539927982107,28.64,-0.9714815860813553,24.92,-0.9690525822391344,28.1,-0.9788083487475548,28.82,-1.2015597869433943,25.87,-1.4524717692531814,24.05,0.053,0.09581,-101,-1.1658904617874726,29.1,-1.6201727609094754,32,-0.576291273698907,27.25,-1.3585938741297796,27.89,-1.07740512256702,27.08,-1.2572134744601207,24.78,-577.4,-738,2025-01-15,19,30,2025-01-15T17:30:00Z,0.6809352815278177,53,121.89999999999999,10.532159999999998,-1.0239821016278785,-1.1120796580213235,28.956666666666667,25.793333333333337
119637,2025,15,2000,11.79,1948,11.75,55.84,1.588,184.5,0,-0.9444054809495069,28.39,-0.9760097290464832,24.51,-0.9687806007580932,27.7,-0.9897542085826335,28.47,-1.2067609097269956,25.75,-1.469683315284193,23.88,0.007,0.01322,-101,-1.1753337982869025,28.76,-1.6706078909322772,31.52,-0.5894007810850882,27.11,-1.3818772323779303,27.54,-1.0866999153344965,26.82,-1.2571698876843127,24.61,-558,-715,2025-01-15,20,0,2025-01-15T18:00:00Z,0.6098746571292258,7,16.099999999999998,1.3910399999999998,-1.0329948007823266,-1.1247463935041382,28.61,25.566666666666663
119638,2025,15,2030,11.79,1948,11.22,58.15,2.438,190.7,0,-0.9473916981336556,28.01,-0.9895251164889873,24.09,-0.9783383089572427,27.24,-0.9956928196129041,28.05,-1.214431833574974,25.59,-1.4916189704243648,23.66,0,5e-4,-101,-1.181258810243121,28.42,-1.7390760905365172,30.92,-0.5990925622066228,26.9,-1.4213250079550845,27.12,-1.1054774470467335,26.53,-1.2729521361630325,24.37,-543.8,-698.5,2025-01-15,20,30,2025-01-15T18:30:00Z,0.5580105243597404,0,0,0,-1.0416318167987313,-1.1431986981300066,28.194999999999997,25.288333333333338
119639,2025,15,2100,11.78,1948,10.76,62.16,2.414,206.2,0,-0.9572370790531372,27.59,-0.9990877064070275,23.66,-1.0000999656883895,26.73,-0.9974035133898114,27.61,-1.227557032200446,25.4,-1.4984240865576957,23.38,0,0,-101,-1.1748135465308596,27.96,-1.7518480619308423,30.32,-0.6077426193863493,26.65,-1.4522234989781797,26.68,-1.1219863742517218,26.16,-1.2950506314976225,24.07,-535.9,-689.6,2025-01-15,21,0,2025-01-15T19:00:00Z,0.489325035007395,0,0,0,-1.050308095782784,-1.1570069887059398,27.728333333333335,24.973333333333333
119640,2025,15,2130,11.78,1948,10.16,65.59,2.382,205.1,0,-0.9784387328887042,27.19,-1.0035558739686439,23.21,-1.008348675836477,26.17,-1.0000319703181293,27.21,-1.23936695627914,25.19,-1.4986904889314334,23.12,0,0,-101,-1.172105238629262,27.53,-2.97009077448825,29.72,-0.6148247381972944,26.36,-1.4624360548970672,26.18,-1.1245660139911349,25.78,-1.3137211140884746,23.77,-529.4,-683,2025-01-15,21,30,2025-01-15T19:30:00Z,0.42747342344449957,0,0,0,-1.0566981263327415,-1.1637748224547155,27.266666666666666,24.638333333333335
119641,2025,15,2200,11.77,1948,9.68,67.73,2.305,209.5,0,-0.9873984305237697,26.79,-1.0012893616266345,22.79,-1.0054161575601237,25.63,-1.0034673056402021,26.82,-1.2488245892410348,25.01,-1.4935047086929165,22.88,0,0,-101,-1.1852743727247481,27.15,-2.978153281930087,29.11,-0.619278400079922,25.98,-1.4649508375140776,25.68,-1.1274762158382747,25.44,-1.3254096925833196,23.42,-523.1,-676.9,2025-01-15,22,0,2025-01-15T20:00:00Z,0.38817348714533273,0,0,0,-1.0618064964574239,-1.165569579430917,26.823333333333334,24.293333333333333
